[NX Daemon Server] - 2024-10-08T03:04:20.297Z - Started listening on: /var/folders/kt/hq5p3tp50zq8337qzf1_8w_m0000gn/T/2e387e4bf9520597c0b6/d.sock
[NX Daemon Server] - 2024-10-08T03:04:20.300Z - [WATCHER]: Subscribed to changes within: /Users/kb/Desktop/project/subject (native)
[NX Daemon Server] - 2024-10-08T03:06:25.194Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.194Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.194Z - Handled HASH_GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:25.197Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.197Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.197Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:25.200Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.200Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.200Z - Handled HASH_GLOB. Handling time: 2. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:25.206Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.206Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.206Z - Handled HASH_GLOB. Handling time: 6. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:25.212Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.212Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.212Z - Handled HASH_GLOB. Handling time: 6. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:25.219Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.219Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.219Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:25.224Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.225Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.225Z - Handled HASH_GLOB. Handling time: 1. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:25.229Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.229Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.229Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:25.233Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.233Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.233Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:25.239Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.239Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.239Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:25.245Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.245Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:25.245Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.056Z - Closed a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:06:26.185Z - Established a connection. Number of open connections: 17
[NX Daemon Server] - 2024-10-08T03:06:26.186Z - Established a connection. Number of open connections: 18
[NX Daemon Server] - 2024-10-08T03:06:26.186Z - Closed a connection. Number of open connections: 17
[NX Daemon Server] - 2024-10-08T03:06:26.186Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:06:26.187Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-10-08T03:06:26.187Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:06:26.187Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:06:26.226Z - Time taken for 'hash changed files from watcher' 0.16141700001026038ms
[NX Daemon Server] - 2024-10-08T03:06:26.228Z - [REQUEST]: Responding to the client. handleGlob
[NX Daemon Server] - 2024-10-08T03:06:26.228Z - Done responding to the client handleGlob
[NX Daemon Server] - 2024-10-08T03:06:26.228Z - Handled GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.232Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.232Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.233Z - Handled HASH_GLOB. Handling time: 3. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:26.234Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.235Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.235Z - Handled HASH_GLOB. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:26.237Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.237Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.237Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.243Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.243Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.243Z - Handled HASH_GLOB. Handling time: 6. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.251Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.252Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.252Z - Handled HASH_GLOB. Handling time: 6. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:26.254Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.254Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.254Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.260Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.260Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.260Z - Handled HASH_GLOB. Handling time: 4. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.268Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.268Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.268Z - Handled HASH_GLOB. Handling time: 4. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.273Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.273Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.273Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.276Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.276Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.276Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.278Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.278Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.278Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.280Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.280Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.281Z - Handled HASH_GLOB. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:26.572Z - Done responding to the client null
[NX Daemon Server] - 2024-10-08T03:06:26.572Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 2701. Response time: 9048.
[NX Daemon Server] - 2024-10-08T03:06:26.638Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:06:26.639Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-10-08T03:06:26.639Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:06:26.639Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:06:26.671Z - Time taken for 'hash changed files from watcher' 0.1930830000055721ms
[NX Daemon Server] - 2024-10-08T03:06:26.682Z - [REQUEST]: Responding to the client. handleGlob
[NX Daemon Server] - 2024-10-08T03:06:26.682Z - Done responding to the client handleGlob
[NX Daemon Server] - 2024-10-08T03:06:26.682Z - Handled GLOB. Handling time: 11. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.683Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.684Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.684Z - Handled HASH_GLOB. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:26.684Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.685Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.685Z - Handled HASH_GLOB. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:26.688Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.688Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.688Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.692Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.692Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.693Z - Handled HASH_GLOB. Handling time: 3. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:26.694Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.694Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.694Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.702Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.702Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.702Z - Handled HASH_GLOB. Handling time: 7. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.715Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.715Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.716Z - Handled HASH_GLOB. Handling time: 8. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:26.721Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.721Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.721Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.724Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.724Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.724Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.730Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.730Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.730Z - Handled HASH_GLOB. Handling time: 5. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.733Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.733Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.733Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:26.736Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.737Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.737Z - Handled HASH_GLOB. Handling time: 2. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:26.989Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.989Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:26.989Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:27.819Z - Time taken for 'build-project-configs' 1158.6388330000045ms
[NX Daemon Server] - 2024-10-08T03:06:27.825Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.825Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.825Z - Handled HASH_GLOB. Handling time: 6. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:27.856Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.856Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.856Z - Handled HASH_GLOB. Handling time: 29. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:27.864Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.867Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.874Z - Handled HASH_GLOB. Handling time: 5. Response time: 10.
[NX Daemon Server] - 2024-10-08T03:06:27.880Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.881Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.881Z - Handled HASH_GLOB. Handling time: 4. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:06:27.888Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.888Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:06:27.888Z - Handled HASH_GLOB. Handling time: 4. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:06:27.906Z - Time taken for '@nx/storybook/plugin:createDependencies' 91.71187500000815ms
[NX Daemon Server] - 2024-10-08T03:06:27.920Z - Time taken for '@nx/vite/plugin:createDependencies' 106.51112500000454ms
[NX Daemon Server] - 2024-10-08T03:06:28.002Z - [REQUEST]: Responding to the client with an error. Error when preparing serialized project graph. Failed to process project graph. Run "nx reset" to fix this. Please report the issue if you keep seeing it.
Failed to process project graph. Run "nx reset" to fix this. Please report the issue if you keep seeing it.
      An error occurred while processing files for the @nx/eslint/plugin plugin.
    - libs/shared/shadcn-ui/util/eslint.config.js: Your application tried to access jsonc-eslint-parser, but it isn't declared in your dependencies; this makes the require call ambiguous and unsound.
  
  Required package: jsonc-eslint-parser
  Required by: /Users/kb/Desktop/project/subject/libs/shared/shadcn-ui/util/
  
  Require stack:
  - /Users/kb/Desktop/project/subject/libs/shared/shadcn-ui/util/eslint.config.js
      Error: Your application tried to access jsonc-eslint-parser, but it isn't declared in your dependencies; this makes the require call ambiguous and unsound.
      
      Required package: jsonc-eslint-parser
      Required by: /Users/kb/Desktop/project/subject/libs/shared/shadcn-ui/util/
      
      Require stack:
      - /Users/kb/Desktop/project/subject/libs/shared/shadcn-ui/util/eslint.config.js
          at require$$0.Module._resolveFilename (/Users/kb/Desktop/project/subject/.pnp.cjs:32213:13)
          at Module._load (node:internal/modules/cjs/loader:985:27)
          at require$$0.Module._load (/Users/kb/Desktop/project/subject/.pnp.cjs:32104:31)
          at Module.require (node:internal/modules/cjs/loader:1235:19)
          at require (node:internal/modules/helpers:176:18)
          at Object.<anonymous> (/Users/kb/Desktop/project/subject/libs/shared/shadcn-ui/util/eslint.config.js:19:15)
          at Module._compile (node:internal/modules/cjs/loader:1376:14)
          at Module._extensions..js (node:internal/modules/cjs/loader:1435:10)
          at require$$0.Module._extensions..js (/Users/kb/Desktop/project/subject/.pnp.cjs:32256:33)
          at Module.load (node:internal/modules/cjs/loader:1207:32)
